Type,Quartier,Price,Area,Rooms,Bedrooms,Bathrooms,Status
Appartement,Hay Mohammadi,,64,1,2,2,Bon état
Appartement,Hay Houda,880000,88,6,3,2,Bon état
Appartement,Abattoirs,1500000,121,3,2,2,Bon état
Appartement,Founti,2300000,125,4,3,2,Bon état
Appartement,Talborjt,1650000,124,4,3,2,Nouveau
Appartement,Haut Anza,520000,74,1,10,1,Nouveau
Appartement,Secteur Touristique,,108,2,3,2,Bon état
Appartement,Hay Mohammadi,350000,50,1,1,1,Bon état
Appartement,Tilila,850000,72,3,2,2,Bon état
Maison,Hay Mohammadi,,108,3,4,2,Nouveau
Appartement,Zone Industrielle Agadir,560000,65,1,2,1,Bon état
Appartement,Hay Mohammadi,840000,88,1,2,2,Bon état
Maison,Hay Massira,1600000,108,7,5,3,Bon état
Appartement,Hay Mohammadi,470000,56,3,3,1,Nouveau
Appartement,Hay Qods,,160,6,3,2,Bon état
Appartement,Hay Mohammadi,760000,67,2,2,1,Nouveau
Appartement,Amicales,1600000,100,3,3,2,Bon état
Appartement,Hay Mohammadi,1040000,102,3,2,2,Bon état
Appartement,Hay Houda,,60,1,2,2,Nouveau
Maison,Ville Nouvelle,,450,3,2,1,Nouveau
Appartement,Hay Salam,390000,60,3,3,1,Nouveau
Appartement,Extension Dakhla,1300000,90,3,2,1,Bon état
Maison,Hay Qods,,133,22,12,10,Nouveau
Appartement,Hay Mohammadi,720000,82,1,3,1,Nouveau
Appartement,Founti,,77,1,2,1,Bon état
Appartement,Hay Dakhla,900000,100,3,3,2,Bon état
Appartement,Ben Serguaou,100000,64,6,6,3,Bon état
Appartement,Ville Nouvelle,,235,4,3,2,Bon état
Villa,Anza,2300000,179,5,4,2,Nouveau
Appartement,Zone Industrielle Agadir,640000,70,4,2,1,Bon état
Appartement,Founti,1900000,70,1,2,1,Bon état
Maison,Hay Al Wafaa,,68,3,5,3,Bon état
Appartement,Hay Houda,800000,75,2,1,2,Bon état
Appartement,Hay Mohammadi,,132,2,3,3,Nouveau
Villa,Hay Dakhla,,322,2,4,3,Bon état
Appartement,Hay Houda,,48,1,1,1,Bon état
Appartement,Hay Mohammadi,530000,60,1,1,2,Bon état
Appartement,Ben Serguaou,1000000,119,4,2,1,Bon état
Maison,Anza,,176,10,10,4,Bon état
Appartement,Hay Mohammadi,960000,101,3,2,2,Bon état
Appartement,Hay Qods,750000,85,4,4,2,Bon état
Appartement,Hay Mohammadi,445000,55,3,2,1,Bon état
Maison,Hay Qods,1600000,133,7,5,2,Bon état
Maison,Hay Mohammadi,2960000,113,4,3,2,Nouveau
Maison,Riad Salam,2650000,125,8,4,3,Bon état
Appartement,Hay Mohammadi,1700000,124,3,2,2,Bon état
Maison,Hay Salam,1700000,80,2,5,4,Bon état
Appartement,Hay Mohammadi,,102,3,2,2,Bon état
Appartement,Hay Mohammadi,1250000,156,5,3,2,Nouveau
Appartement,Hay Mohammadi,,250,3,3,2,Nouveau
Appartement,Hay Hassani,,88,4,2,2,Bon état
Appartement,Haut Founty,1130000,78,3,2,1,Nouveau
Appartement,Hay Salam,550000,60,3,2,1,Bon état
Appartement,Abattoirs,1500000,112,4,4,3,Bon état
Appartement,Taddart,1110000,88,3,2,1,Bon état
Maison,Hay Mohammadi,3000000,150,1,1,1,Nouveau
Appartement,Hay Massira,1500000,116,4,2,2,Nouveau
Appartement,Hay Salam,650000,112,5,2,1,À rénover
Maison,Extension Dakhla,3100000,312,9,6,3,Bon état
Appartement,Hay Dakhla,950000,80,3,3,1,Nouveau
Villa,Al Wifaq,,180,7,7,6,Bon état
Appartement,Hay Houda,930000,81,3,3,2,Bon état
Appartement,Hay Houda,950000,90,1,3,2,Bon état
Appartement,Cité Adrar,600000,66,1,2,2,Nouveau
Appartement,Founti,1550000,107,4,3,2,Bon état
Appartement,Secteur Touristique,,120,1,2,2,Bon état
Villa,Hay Mohammadi,2200000,175,3,3,1,Nouveau
Appartement,Hay Houda,,85,1,2,2,Nouveau
Villa,Hay Najah,,330,2,5,3,Bon état
Appartement,Hay Mohammadi,1350000,105,2,2,4,Bon état
Appartement,Hay Houda,800000,87,4,3,2,Bon état
Maison,Al Wifaq,2000000,120,8,5,3,Bon état
Appartement,Hay Mohammadi,550000,60,3,2,1,Nouveau
Appartement,Cité Adrar,720000,60,3,2,1,Nouveau
Appartement,Haut Founty,,96,3,2,2,Nouveau
Appartement,Hay Salam,,70,1,2,1,Bon état
Appartement,Hay Mohammadi,680000,60,3,2,1,Nouveau
Appartement,Secteur Touristique,1650000,96,3,2,1,Bon état
Villa,Charaf,2300000,160,4,3,2,Bon état
Appartement,Hay Dakhla,770000,76,3,2,1,Bon état
Maison,Hay Dakhla,6000000,660,16,8,8,Bon état
Maison,Hay Mohammadi,6800000,225,1,3,2,Nouveau
Appartement,Hay Mohammadi,,82,1,2,2,Bon état
Appartement,Zone Industrielle Agadir,1700000,98,1,2,3,Bon état
Appartement,Haut Founty,800000,64,1,1,1,Nouveau
Appartement,Hay Salam,,68,2,1,1,Bon état
Villa,Charaf,2200000,120,6,4,2,Bon état
Villa,Taddart,792000,200,6,4,2,Bon état
Appartement,Hay Mohammadi,850000,80,3,2,2,Nouveau
Appartement,Ben Serguaou,400000,50,1,2,1,Bon état
Maison,Al Wifaq,3100000,225,2,6,2,Bon état
Appartement,Tilila,850000,78,2,2,2,Nouveau
Appartement,Hay Mohammadi,1580000,117,4,3,2,Bon état
Appartement,Hay Mohammadi,500000,54,1,2,1,Bon état
Appartement,Hay Mohammadi,1800000,211,1,5,3,Bon état
Appartement,Hay Salam,530000,70,3,2,1,Bon état
Appartement,Hay Salam,630000,67,3,2,1,Bon état
Appartement,Hay Mohammadi,910000,95,3,2,2,Bon état
Appartement,Secteur Touristique,180000,150,1,3,2,Bon état
Appartement,Hay Salam,520000,60,3,3,2,Bon état
Appartement,Founti,230000,128,1,3,2,Nouveau
Appartement,Hay Dakhla,1300000,140,3,2,1,Bon état
Villa,Hay Najah,6500000,300,9,5,4,Bon état
Appartement,Hay Salam,560000,68,3,2,2,Bon état
Appartement,Hay Mohammadi,640000,62,3,2,2,Bon état
Villa,Tilila,1900000,175,4,3,3,À rénover
Appartement,Hay Mohammadi,700000,70,1,2,2,Nouveau
Appartement,Haut Founty,1000000,70,3,3,1,Nouveau
Appartement,Hay Mohammadi,360000,49,3,2,1,Nouveau
Appartement,Hay Houda,920000,88,7,3,2,Bon état
Appartement,Hay Dakhla,360000,71,3,2,1,Bon état
Villa,Charaf,,167,3,3,3,Bon état
Appartement,Tilila,760000,112,4,3,2,Nouveau
Appartement,Hay Salam,490000,60,3,2,1,Bon état
Appartement,Hay Houda,420000,52,1,2,1,À rénover
Appartement,Hay Salam,,74,1,2,1,Bon état
Appartement,Haut Founty,,94,1,2,2,Nouveau
Appartement,Hay Mohammadi,,66,3,2,1,Nouveau
Appartement,Hay Houda,120000,118,2,2,1,Bon état
Appartement,Hay Mohammadi,600000,60,2,1,2,Bon état
Villa,Tilila,2950000,200,8,4,4,Bon état
Appartement,Ben Serguaou,350000,70,4,2,1,Bon état
Appartement,Tilila,850000,100,4,3,1,Bon état
Appartement,Hay Mohammadi,980000,85,3,2,2,Bon état
Appartement,Hay Mohammadi,1500000,122,3,2,1,Bon état
Villa,Siusse,9200000,300,9,6,3,Bon état
Villa,Ben Serguaou,4900000,519,5,3,3,Bon état
Appartement,Founti,4450000,150,3,2,2,Bon état
Maison,Hay Dakhla,2800000,200,3,12,3,Bon état
Appartement,Tilila,480000,58,1,2,1,Nouveau
Appartement,Hay Houda,700000,72,3,2,1,Bon état
Appartement,Hay Mohammadi,400000,58,4,2,1,Nouveau
Appartement,Zone Industrielle Agadir,1000000,70,3,3,1,Bon état
Appartement,Tilila,,112,6,6,2,Nouveau
Appartement,Hay Mohammadi,500000,54,2,2,1,Nouveau
Appartement,Ben Serguaou,,64,3,2,2,Bon état
Appartement,Tilila,,112,6,6,2,Nouveau
Appartement,Abattoirs,,131,3,3,3,Nouveau
Appartement,Hay Salam,540000,60,3,3,2,Bon état
Villa,Secteur Touristique,2800000,343,7,5,2,Nouveau
Maison,Talborjt,,95,8,6,4,Bon état
Appartement,Charaf,1500000,110,2,2,2,Nouveau
Appartement,Founti,4500000,240,2,3,3,Nouveau
Appartement,Hay Mohammadi,950000,95,3,3,2,Nouveau
Appartement,Secteur Touristique,2200000,120,4,3,2,Bon état
Appartement,Hay Salam,690000,75,5,2,1,Bon état
Appartement,Abattoirs,480000,80,1,1,1,Nouveau
Appartement,Hay Mohammadi,510000,70,3,3,1,Bon état
Villa,Founti,3000000,160,4,3,2,Bon état
Appartement,Secteur Touristique,4800000,172,4,3,2,Bon état
Appartement,Riad Salam,,75,3,2,2,Bon état
Appartement,Secteur Touristique,,110,2,1,2,Nouveau
Maison,Tikiouine,980000,108,9,5,2,Bon état
Appartement,Ville Nouvelle,,200,1,1,1,Bon état
Appartement,Hay Mohammadi,560000,64,1,2,1,Nouveau
Appartement,Hay Salam,600000,65,3,2,1,Bon état
Appartement,Hay Mohammadi,460000,46,3,2,1,Bon état
Appartement,Haut Anza,450000,110,3,2,2,Nouveau
Appartement,Hay Mohammadi,,150,1,2,1,Bon état
Maison,Hay Salam,,90,3,8,5,Bon état
Appartement,Hay Al Farah,,78,3,2,1,Bon état
Appartement,Hay Mohammadi,,133,3,2,2,Nouveau
Appartement,Hay Houda,1000000,117,4,2,2,Bon état
Appartement,Hay Salam,700000,78,3,3,1,Bon état
Villa,Taddart Anza,1450000,110,4,4,5,Nouveau
Villa,Illigh,6500000,268,12,5,4,Nouveau
Appartement,Cité Adrar,,54,2,3,1,Bon état
Maison,Talborjt,3000000,126,1,6,3,Bon état
Villa,Tilila,2600000,130,5,4,3,Bon état
Appartement,Abattoirs,1380000,97,3,2,1,Bon état
Appartement,Hay Mohammadi,900000,114,4,2,1,Bon état
Appartement,Talborjt,800000,75,3,2,1,Bon état
Appartement,Hay Najah,1350000,99,1,2,2,Bon état
Appartement,Hay Al Wafaa,590000,60,1,2,1,Bon état
Appartement,Secteur Touristique,,70,2,1,1,Nouveau
Maison,Ben Serguaou,1000000,47,1,2,1,Bon état
Maison,Hay Al Wafaa,,153,4,12,8,Bon état
Maison,Hay Mohammadi,6400000,153,12,12,8,Bon état
Appartement,Extension Dakhla,580000,64,1,1,3,Nouveau
Maison,Cité Adrar,900000,64,3,3,1,Nouveau
Maison,Hay Salam,1700000,100,3,3,1,Nouveau
Appartement,Hay Al Farah,,82,3,2,2,Bon état
Appartement,Hay Mohammadi,,70,5,2,1,Bon état
Appartement,Hay Houda,1550000,131,5,3,2,Bon état
Appartement,Hay Salam,640000,66,6,2,1,À rénover
Appartement,Abattoirs,1070000,100,4,4,2,Nouveau
Appartement,Hay Zaytoun,460000,59,1,2,1,Nouveau
Appartement,Hay Mohammadi,680000,65,3,3,2,Bon état
Appartement,Haut Founty,1200000,78,3,2,1,Nouveau
Maison,Secteur Touristique,2100000,144,9,7,3,À rénover
Appartement,Amsernate,,126,4,3,2,Bon état
Appartement,Tilila,520000,58,3,2,2,Bon état
Appartement,Cité Adrar,790000,62,3,2,1,Nouveau
Appartement,Cité Adrar,,54,2,2,1,Bon état
Villa,Al Wifaq,,160,2,2,2,Bon état
Appartement,Hay Mohammadi,1100000,118,1,2,2,Nouveau
Villa,Tilila,4800000,400,12,6,3,Bon état
Villa,Cité Adrar,2800000,127,3,3,2,Bon état
Appartement,Secteur Touristique,,116,7,2,2,Bon état
Appartement,Hay Dakhla,1675000,134,5,4,2,Bon état
Appartement,Hay Al Farah,625000,78,5,2,1,Bon état
Appartement,Secteur Touristique,1000000,71,2,2,1,Nouveau
Villa,Founti,7600000,324,5,5,4,Nouveau
Maison,Anza,2000000,80,4,6,3,Bon état
Appartement,Tilila,600000,72,2,1,2,Bon état
Appartement,Hay Mohammadi,928600,94,5,2,1,Bon état
Appartement,Al Wifaq,660000,61,3,2,1,Nouveau
Appartement,Hay Salam,450000,52,3,2,2,Bon état
Appartement,Ville Nouvelle,450000,69,3,2,1,Nouveau
Maison,Hay Mohammadi,1450000,64,3,3,1,Nouveau
Appartement,Hay Mohammadi,950000,114,4,4,2,Nouveau
Appartement,Hay Mohammadi,530000,62,3,3,2,Nouveau
Appartement,Hay Mohammadi,510000,60,3,3,2,Nouveau
Appartement,Hay Mohammadi,350000,54,2,2,1,Nouveau
Appartement,Hay Mohammadi,420000,54,3,3,1,Nouveau
Appartement,Hay Mohammadi,310000,54,3,3,1,Nouveau
Appartement,Hay Mohammadi,1300000,135,4,3,2,Bon état
Appartement,Haut Founty,980000,86,1,2,1,Bon état
Appartement,Hay Mohammadi,660000,62,3,2,2,Nouveau
Appartement,Hay Mohammadi,580000,55,3,2,1,Bon état
Maison,Hay Qods,,133,3,5,2,Bon état
Appartement,Hay Houda,800000,82,4,3,1,Bon état
Maison,Hay Mohammadi,3200000,108,2,6,3,Nouveau
Appartement,Hay Mohammadi,,50,1,2,1,Bon état
Maison,Abattoirs,751600,66,1,1,1,À rénover
Appartement,Hay Mohammadi,490000,75,3,2,1,Bon état
Villa,Ben Serguaou,270000,160,5,3,2,Bon état
Appartement,Hay Salam,650000,64,1,2,1,Bon état
Appartement,Assaka,750000,71,3,2,1,Bon état
Appartement,Hay Dakhla,1050900,113,3,2,2,Bon état
Appartement,Amsernate,1600000,152,4,3,2,Bon état
Villa,Hay Houda,7500000,330,8,5,3,Nouveau
Appartement,Hay Houda,380000,56,1,2,1,Nouveau
Appartement,Haut Founty,,89,1,2,2,Nouveau
Appartement,Hay Mohammadi,1390000,122,5,2,2,Bon état
Appartement,Hay Salam,650000,65,2,2,1,Bon état
Appartement,Hay Mohammadi,610000,62,3,2,1,Nouveau
Appartement,Hay Mohammadi,720000,96,3,2,2,Nouveau
Appartement,Hay Mohammadi,900000,90,4,3,2,Nouveau
Appartement,Al Wifaq,450000,58,1,2,1,Nouveau
Appartement,Al Wifaq,470000,60,3,2,1,Nouveau
Appartement,Hay Mohammadi,700000,65,3,2,2,Bon état
Villa,Taddart,3500000,200,3,3,4,Bon état
Maison,Zone Industrielle Agadir,,108,1,2,1,Nouveau
Appartement,Hay Mohammadi,1300000,85,3,2,2,Bon état
Appartement,Abattoirs,1250000,91,3,2,2,Bon état
Appartement,Taddart Anza,330000,55,1,2,1,Nouveau
Appartement,Hay Mohammadi,435000,55,7,3,1,Bon état
Maison,Riad Salam,1800000,170,3,3,2,Bon état
Maison,Hay Massira,1700000,90,5,3,3,Bon état
Maison,Riad Salam,3400000,159,5,5,3,Bon état
Appartement,Tilila,1300000,151,7,4,2,Bon état
Appartement,Hay Salam,750000,100,4,2,2,Bon état
Appartement,Riad Salam,1450000,112,4,3,2,Bon état
Appartement,Hay Houda,1230000,98,4,3,2,Nouveau
Appartement,Hay Mohammadi,580000,55,3,2,1,Nouveau
Appartement,Hay Mohammadi,1200000,109,1,3,2,Nouveau
Appartement,Hay Salam,,44,2,1,1,Bon état
Appartement,Hay Salam,730000,74,3,2,1,Bon état
Maison,Al Wifaq,1950000,350,10,6,4,Bon état
Appartement,Riad Salam,960000,120,3,3,2,Bon état
Appartement,Secteur Touristique,,137,8,3,2,Bon état
Villa,Haut Founty,3900000,240,8,5,4,Bon état
Appartement,Port,2000000,75,2,1,2,Bon état
Appartement,Founti,1800000,93,3,2,2,Bon état
Maison,Tikiouine,800000,50,4,4,4,Bon état
Villa,Cité Adrar,1650000,81,5,5,5,Nouveau
Maison,Agadir Oufella,1350000,100,2,4,4,Bon état
Appartement,Hay Salam,650000,62,3,2,1,Nouveau
Appartement,Bouargane,1500000,121,2,3,1,Bon état
Appartement,Hay Najah,2150000,147,5,3,3,Bon état
Maison,Hay Mohammadi,3100000,128,6,3,3,Bon état
Appartement,Hay Salam,67000000,65,6,2,1,Bon état
Appartement,Hay Salam,900000,110,5,4,2,Bon état
Appartement,Hay Mohammadi,2000000,191,2,3,2,Bon état
Appartement,Hay Mohammadi,520000,75,3,2,1,Bon état
Appartement,Tilila,650000,73,2,1,2,Bon état
Appartement,Hay Salam,36500,50,2,3,1,Nouveau
Appartement,Hay Mohammadi,880000,80,3,2,2,Nouveau
Appartement,Ville Nouvelle,1850000,107,2,2,2,Bon état
Appartement,Hay Dakhla,,56,1,2,1,Bon état
Appartement,Hay Dakhla,900000,96,1,2,1,Bon état
Appartement,Extension Dakhla,480000,68,2,2,1,Bon état
Appartement,Hay Mohammadi,490000,58,4,2,1,Bon état
Appartement,Hay Qods,,80,2,2,2,Nouveau
Appartement,Hay Salam,340000,55,2,1,1,Bon état
Appartement,Anza,1300000,88,4,2,2,Bon état
Appartement,Abattoirs,1250000,93,6,2,2,Nouveau
Appartement,Amicales,1150000,126,4,3,2,Bon état
Villa,Hay Dakhla,3400000,260,18,9,5,Bon état
Maison,Tikiouine,460000,70,2,3,1,Nouveau
Appartement,Al Wifaq,480000,58,3,2,1,Nouveau
Appartement,Hay Mohammadi,920000,97,3,2,2,Nouveau
Appartement,Hay Mohammadi,630000,64,5,2,1,Nouveau
Appartement,Agadir Oufella,900000,72,2,2,2,Bon état
Appartement,Hay Mohammadi,1040000,102,3,2,2,Bon état
Villa,Ben Serguaou,5500000,500,10,4,4,Nouveau
Maison,Amicales,2600000,85,10,10,5,Nouveau
Maison,Abattoirs,225000,209,10,6,5,Nouveau
Appartement,Hay Mohammadi,600000,64,3,3,2,Bon état
Appartement,Hay Massira,920000,86,1,2,2,Bon état
Appartement,Anza,900000,73,4,2,2,Nouveau
Villa,Hay Najah,4000000,300,6,4,3,Nouveau
Maison,Ihchach,830000,85,3,2,1,À rénover
Appartement,Cité Adrar,450000,45,3,2,1,Nouveau
Appartement,Hay Mohammadi,630000,64,3,2,2,Nouveau
Villa,Hay Dakhla,2600000,222,6,4,2,Bon état
Maison,Zone Industrielle Agadir,1800000,120,3,2,2,Bon état
Appartement,Hay Houda,1150000,123,3,2,2,Nouveau
Villa,Illigh,1800000,600,10,7,6,Bon état
